Release 14.7 - CPLD Optimizer/Partitioner P.20131013 (lin64)
CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1_0_ClkEn2 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1_0_ClkEn3 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1_0_ClkEn4 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1_0_ClkEn5 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR3"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1_0_ClkEn6 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/clk_IBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "IBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/clk_IBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/reset_IBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "IBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/reset_IBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/x0_IBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "IBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/x0_IBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/x1_IBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "IBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/x1_IBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/u_OBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/u_OBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_3_OBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_3_OBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_2_OBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_2_OBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_1_OBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_1_OBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_0_OBUF prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OBUF"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/tidkvar_0_OBUF prop_name=IOCOMP prop_terse=XDM_PROPERTY_BOOL "IOCOMP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

Considering device XC9572-7-PC44.
Flattening design..
Timing optimization
Timing driven global resource optimization
General global resource optimization........
Re-checking device resources ...
Mapping a total of 9 equations into 4 function blocks..........
Design trapplyse has been optimized and fit into device XC9572-7-PC44.
